序号,词名称,全局词频,文档频率,平均TF-IDF
27373,以南,2,1,0.0005271481286241434
27403,桥身,2,1,0.0005271481286241434
27440,文冲,2,1,0.0005271481286241434
27405,外轮,2,1,0.0005271481286241434
27441,苟明,2,1,0.0005271481286241434
27404,护墙,2,1,0.0005271481286241434
3146,电器,16,5,0.0005271379760856307
6574,接收端,89,24,0.0005271107392141889
2791,阀片,11,1,0.0005267190193449531
17200,华夏,4,2,0.0005267044139099866
22431,圈内,16,6,0.0005265848518242002
17554,116024,5,2,0.0005263177138177138
27029,机突,4,2,0.0005262926822017038
36358,失和,4,2,0.0005261953746271251
13632,智慧,107,19,0.0005260524589877051
11877,站间,10,4,0.000526028570015024
6231,人身安全,57,16,0.0005260127386297388
7827,2945,4,2,0.0005258153284091641
1216,属于,539,83,0.0005255703980396662
20887,风道,20,5,0.0005254307538666244
4372,项目管理,228,47,0.0005254116412366118
4725,时涌,20,1,0.0005252376700456957
11797,系统升级,4,2,0.0005250217159157601
1521,选用,330,70,0.0005248515495661425
34666,控制面板,6,3,0.0005247973426466476
6018,价,362,60,0.0005247434890176894
3262,引入,522,74,0.0005244481132164904
1881,信号线,35,3,0.0005243720440625382
33043,2890,4,2,0.0005243430497099646
40780,电钻,4,2,0.0005242097841577575
28341,孔注,4,2,0.0005241175911176061
8198,录用,28,6,0.0005240031281271265
4521,指标值,100,20,0.00052391492203839
11830,五章,12,4,0.0005238105537383036
20882,113115,4,1,0.0005237658766531361
20803,或门关,4,1,0.0005237658766531361
20827,中即,4,1,0.0005237658766531361
20846,各根,4,1,0.0005237658766531361
20897,1529,4,1,0.0005237658766531361
2399,混合,199,43,0.000523709649998877
22648,轻质,7,3,0.000523443960887876
2133,这种,532,80,0.0005234397705703805
7634,危险品,24,4,0.0005232527362710707
4973,生态,93,21,0.0005232432000920124
21782,黄钟晖,16,3,0.000523196064544982
3301,击穿,39,15,0.0005231929282065944
17788,郭隆彪,14,3,0.0005230134682909777
6515,密封性,57,16,0.0005230096401235381
30378,危房,8,2,0.0005229468436489721
2364,建议,573,76,0.0005228286007953641
12317,纲化,30,6,0.0005227405520948313
1969,点位,134,33,0.0005226833362682745
285,同样,338,57,0.0005226755469256036
1891,第二次,37,7,0.0005226438878370976
10461,合成,227,24,0.0005225682964235603
14703,右上方,4,2,0.0005225418621187928
36479,解集,26,2,0.000521970712482494
27509,仲生星,6,2,0.0005218400817597501
8941,标准化,358,43,0.0005218160255428706
17550,孟,22,7,0.0005217663417932226
3144,触点,28,2,0.0005217354701265059
35584,赵良云,4,1,0.0005217164471109951
35602,可实,4,1,0.0005217164471109951
35613,奥村,4,1,0.0005217164471109951
35655,基段,4,1,0.0005217164471109951
35666,1027,4,1,0.0005217164471109951
35609,架构图,4,1,0.0005217164471109951
35678,5127,4,1,0.0005217164471109951
35618,基类,4,1,0.0005217164471109951
35585,89106,4,1,0.0005217164471109951
35670,1473,4,1,0.0005217164471109951
35600,于宝敏,4,1,0.0005217164471109951
35629,回看,4,1,0.0005217164471109951
35631,解算,4,1,0.0005217164471109951
35672,1943,4,1,0.0005217164471109951
35677,5122,4,1,0.0005217164471109951
2166,组成,579,94,0.000521491955110468
21371,白垩,16,5,0.0005214568390269101
4049,规划,433,72,0.0005214280629925799
2394,回填,187,46,0.0005213992855980292
1700,限位,46,5,0.000521388168171285
14482,十六,18,8,0.0005212079768271855
2508,通常,621,80,0.0005210999156738988
5992,公路,446,79,0.0005209348037751592
4905,障碍物,210,35,0.0005208721251365213
28890,810,46,2,0.0005208573224987094
1807,碎屑,33,6,0.0005208396431346565
12878,王天荣,2,1,0.0005208333333333333
12881,202117,2,1,0.0005208333333333333
12877,202128,2,1,0.0005208333333333333
12882,169208,2,1,0.0005208333333333333
12883,徐硕华,2,1,0.0005208333333333333
12871,刘小宇,2,1,0.0005208333333333333
12903,中致,2,1,0.0005208333333333333
12828,101320,2,1,0.0005208333333333333
12869,长阳,2,1,0.0005208333333333333
12864,郑超,2,1,0.0005208333333333333
12862,将导梁,2,1,0.0005208333333333333
12858,孙蕊鑫,2,1,0.0005208333333333333
12855,王松,2,1,0.0005208333333333333
12849,推施,2,1,0.0005208333333333333
12840,达勇,2,1,0.0005208333333333333
12839,廖应,2,1,0.0005208333333333333
12837,径顶,2,1,0.0005208333333333333
12887,口岸,2,1,0.0005208333333333333
12885,贺敏刚,2,1,0.0005208333333333333
12951,饶彩琴,2,1,0.0005208333333333333
12943,钱丽华,2,1,0.0005208333333333333
12942,古树,2,1,0.0005208333333333333
12936,姜叶翔,2,1,0.0005208333333333333
12935,会破,2,1,0.0005208333333333333
12934,土壤层,2,1,0.0005208333333333333
12933,水致,2,1,0.0005208333333333333
12945,99104,2,1,0.0005208333333333333
12931,20214,2,1,0.0005208333333333333
12930,王登皇,2,1,0.0005208333333333333
12927,吴辉显,2,1,0.0005208333333333333
12947,侯艳娟,2,1,0.0005208333333333333
12906,弱致,2,1,0.0005208333333333333
12948,及结,2,1,0.0005208333333333333
12901,强致,2,1,0.0005208333333333333
12898,不发,2,1,0.0005208333333333333
12895,高额,2,1,0.0005208333333333333
12894,致过,2,1,0.0005208333333333333
12890,20217,2,1,0.0005208333333333333
12941,谢章明,2,1,0.0005208333333333333
8803,赵智涛,6,3,0.0005208263360361994
5708,预,354,82,0.0005208197027373774
9625,崩解,19,9,0.00052079215055384
4167,道路,336,71,0.0005207671614698056
1663,附近,508,70,0.0005206059622318387
9238,外覆水,2,1,0.0005205622071837585
9140,物元理,2,1,0.0005205622071837585
9241,王世杰,2,1,0.0005205622071837585
9276,网漏,2,1,0.0005205622071837585
9273,吕谋,2,1,0.0005205622071837585
9261,孟勤,2,1,0.0005205622071837585
9233,对岳阳,2,1,0.0005205622071837585
9262,杨翠丽,2,1,0.0005205622071837585
9133,周鑫隆,2,1,0.0005205622071837585
9272,赵桓,2,1,0.0005205622071837585
9274,岳宏宇,2,1,0.0005205622071837585
9186,而物元,2,1,0.0005205622071837585
9228,浅易,2,1,0.0005205622071837585
9223,故岳阳,2,1,0.0005205622071837585
9154,发再,2,1,0.0005205622071837585
9215,有重,2,1,0.0005205622071837585
9184,将法,2,1,0.0005205622071837585
9164,何锋,2,1,0.0005205622071837585
9213,入距,2,1,0.0005205622071837585
9206,沿岳阳,2,1,0.0005205622071837585
9267,詹书俊,2,1,0.0005205622071837585
9180,可考,2,1,0.0005205622071837585
9190,多属,2,1,0.0005205622071837585
9268,陶涛,2,1,0.0005205622071837585
9263,乔俊飞,2,1,0.0005205622071837585
22302,更长,8,4,0.0005203401016184906
3636,土建,142,23,0.0005202161393953886
8261,华东,186,15,0.0005201697863232359
4589,杭州,254,42,0.000519880952197699
18417,几何平均,8,3,0.0005198019742964494
13017,强推,4,2,0.0005197822737842508
1719,80,645,75,0.0005197290585522494
4951,地下水位,426,67,0.000519672682869423
26159,露,11,4,0.0005196160648463138
15920,虞兴福,4,2,0.0005194414480432575
15919,叶琦,4,2,0.0005194414480432575
10140,如式,78,17,0.0005193724130015759
27705,赵宇鹏,6,2,0.0005193180309572298
12897,非常低,24,6,0.0005188538881547015
5305,文章,340,131,0.000518749363744935
14910,质粉质,109,21,0.0005187448295424097
23849,角为,8,2,0.0005185541554438021
341,启动,175,38,0.000518475173739371
15009,原材料,74,11,0.0005182420669684745
9723,重庆,312,39,0.0005181504870173482
210,充分,468,80,0.0005180881629893788
592,动火,61,7,0.0005180529389330449
76,电机,126,16,0.0005179910915547684
14266,浇,11,5,0.0005179723829457992
8650,新区,34,11,0.0005179489652641864
25231,摩擦性,32,1,0.000517925062717488
15594,其是,10,4,0.0005177140981377584
14312,靠近,298,29,0.0005176031387488808
11155,勘查,57,16,0.0005175290948726792
1286,打开,106,18,0.0005173646082142786
33184,肋,26,4,0.0005172734283144427
730,加大,276,63,0.0005172432823031916
41035,7973,4,2,0.000517090260427912
36146,科技开发,4,2,0.0005168904748940452
6397,岩性,214,25,0.0005166757190647403
34801,类为,10,2,0.0005166751674766816
34698,打通,5,3,0.0005166464651604834
3832,34,764,79,0.0005165987249582488
29239,徐磊,4,2,0.0005164855124579831
7146,值班,35,11,0.0005164660363762312
18664,服务端,14,1,0.0005164146071560309
18559,分页,14,1,0.0005164146071560309
18645,改查,14,1,0.0005164146071560309
8104,渣量,6,2,0.0005163553500288121
12112,578,3,1,0.0005163511187607573
13743,虚拟现实,6,2,0.0005163267835632554
1528,提前,429,88,0.0005162975441595424
22625,851,22,2,0.0005162687555461233
1281,保养,219,39,0.000516187718815391
20232,合同条款,6,2,0.0005159583254916173
23491,黄清飞,4,2,0.0005159321694251209
9651,素质,182,25,0.0005158784547164151
8306,京广,6,2,0.0005157874784442462
16455,交通枢纽,28,8,0.0005157537101950136
30352,指形,6,1,0.0005156854318865492
30358,仓滞排,6,1,0.0005156854318865492
30326,可感,6,1,0.0005156854318865492
30314,自研,6,1,0.0005156854318865492
9235,战平,24,6,0.000515518978585519
38238,明确性,20,2,0.0005154747856923831
12857,长平,6,3,0.0005151627383165473
3971,宣传,42,14,0.0005147518829612118
41715,白垩纪,4,2,0.0005147242608730563
11744,流转,8,3,0.0005145745510062197
27383,净距仅,8,3,0.0005143710220518898
11242,可达集,27,4,0.0005143466907197907
32760,009,8,2,0.000514301873696392
7090,抢险,85,16,0.0005142856228004395
12850,所提,30,3,0.0005142561222047653
25516,3040,35,7,0.0005142438517841113
5717,预测值,193,11,0.0005142199840595491
10234,相对误差,70,4,0.0005141149322853331
25232,倍率,51,2,0.0005140866288761202
5137,时刻,228,25,0.0005140537071344632
296,随机,553,60,0.0005140262227699217
43351,均勻,2,1,0.0005137426149499101
43286,粘牢,2,1,0.0005137426149499101
43287,正反面,2,1,0.0005137426149499101
43284,游泥,2,1,0.0005137426149499101
43285,前刀盘,2,1,0.0005137426149499101
43354,杨茂成,2,1,0.0005137426149499101
43360,万民,2,1,0.0005137426149499101
43282,力偏,2,1,0.0005137426149499101
43312,蔡昊,2,1,0.0005137426149499101
43271,空孔,2,1,0.0005137426149499101
43311,关智予,2,1,0.0005137426149499101
43310,詹锁,2,1,0.0005137426149499101
43309,钱慧,2,1,0.0005137426149499101
43281,广佛环,2,1,0.0005137426149499101
43280,燧道,2,1,0.0005137426149499101
43279,该站,2,1,0.0005137426149499101
43308,谭道,2,1,0.0005137426149499101
43307,岩钉,2,1,0.0005137426149499101
43278,善后,2,1,0.0005137426149499101
43306,辉长岩,2,1,0.0005137426149499101
43304,值且,2,1,0.0005137426149499101
43288,构后,2,1,0.0005137426149499101
43290,前流,2,1,0.0005137426149499101
43289,会往,2,1,0.0005137426149499101
43297,构开,2,1,0.0005137426149499101
43268,穿该,2,1,0.0005137426149499101
43361,临江,2,1,0.0005137426149499101
43267,本下,2,1,0.0005137426149499101
43265,临迁,2,1,0.0005137426149499101
43272,郑艳,2,1,0.0005137426149499101
43359,艾,2,1,0.0005137426149499101
43358,影晌,2,1,0.0005137426149499101
43264,遥感信息,2,1,0.0005137426149499101
43300,土钉成,2,1,0.0005137426149499101
43298,一气呵成,2,1,0.0005137426149499101
43263,工贸,2,1,0.0005137426149499101
43296,体于,2,1,0.0005137426149499101
43273,稳定期,2,1,0.0005137426149499101
43302,北区,2,1,0.0005137426149499101
43269,封管,2,1,0.0005137426149499101
43295,向筒体,2,1,0.0005137426149499101
43294,断地,2,1,0.0005137426149499101
43293,时不间,2,1,0.0005137426149499101
43357,陈灿,2,1,0.0005137426149499101
43270,冲锤,2,1,0.0005137426149499101
43292,低标,2,1,0.0005137426149499101
43291,灌水,2,1,0.0005137426149499101
43356,无柱,2,1,0.0005137426149499101
43355,卢裕杰,2,1,0.0005137426149499101
43303,凹下,2,1,0.0005137426149499101
43277,维权,2,1,0.0005137426149499101
10220,激活,112,13,0.0005136725620858966
8508,震源,38,4,0.0005136588410281173
17269,瞎炮,2,1,0.0005136106831022085
17271,不合规定,2,1,0.0005136106831022085
17330,张伟丽,2,1,0.0005136106831022085
17242,响下,2,1,0.0005136106831022085
17265,接驳,2,1,0.0005136106831022085
17280,偷工减料,2,1,0.0005136106831022085
17275,坑内降,2,1,0.0005136106831022085
17299,高支,2,1,0.0005136106831022085
17297,周期时间,2,1,0.0005136106831022085
17274,面溜坡,2,1,0.0005136106831022085
17289,重伤事故,2,1,0.0005136106831022085
17230,疏运,2,1,0.0005136106831022085
17254,边堆,2,1,0.0005136106831022085
17277,破断,2,1,0.0005136106831022085
17276,泡水,2,1,0.0005136106831022085
17268,装药量,2,1,0.0005136106831022085
17272,为放坡,2,1,0.0005136106831022085
17293,害及,2,1,0.0005136106831022085
17240,征及,2,1,0.0005136106831022085
17234,湘湖,2,1,0.0005136106831022085
17244,专项基金,2,1,0.0005136106831022085
17236,9025,2,1,0.0005136106831022085
17327,张晓丽,2,1,0.0005136106831022085
17287,或富,2,1,0.0005136106831022085
17305,茂德,2,1,0.0005136106831022085
17306,肖民,2,1,0.0005136106831022085
17281,偏小等,2,1,0.0005136106831022085
17255,进土,2,1,0.0005136106831022085
17260,危石,2,1,0.0005136106831022085
17300,模施,2,1,0.0005136106831022085
17262,机械传动,2,1,0.0005136106831022085
17307,何理,2,1,0.0005136106831022085
17310,1548,2,1,0.0005136106831022085
17264,墙缝,2,1,0.0005136106831022085
17311,毕湘利,2,1,0.0005136106831022085
17250,法有明,2,1,0.0005136106831022085
17313,刘万兰,2,1,0.0005136106831022085
17321,陈用伟,2,1,0.0005136106831022085
17323,华建兵,2,1,0.0005136106831022085
17225,陪云,2,1,0.0005136106831022085
17324,连宇,2,1,0.0005136106831022085
17253,坑超,2,1,0.0005136106831022085
7688,山路,19,7,0.0005135452072530667
6894,人文,93,7,0.0005135283433939964
79,剪断,13,4,0.0005134641765631395
17747,松涛,16,4,0.0005134279909337532
7296,监管,184,30,0.000513375814974384
27101,磨刀,6,2,0.0005133183987829675
5914,传统,456,83,0.0005132110694781207
78,销,34,5,0.0005131650789890633
7769,坐标轴,8,3,0.000512913382070495
11963,孔及,11,5,0.0005129104973620174
7734,该段,119,29,0.0005127735316714139
11969,两道,17,5,0.0005127702318724956
7879,长约,34,13,0.0005126969970033551
28573,查好,2,1,0.0005126890540886952
28548,450045,2,1,0.0005126890540886952
28551,运力,2,1,0.0005126890540886952
28547,6835,2,1,0.0005126890540886952
28553,比较突出,2,1,0.0005126890540886952
28585,娄底,2,1,0.0005126890540886952
28555,成倍增加,2,1,0.0005126890540886952
28554,网点,2,1,0.0005126890540886952
28570,错定,2,1,0.0005126890540886952
28557,土运,2,1,0.0005126890540886952
28561,长期性,2,1,0.0005126890540886952
28564,始末,2,1,0.0005126890540886952
28571,高抗,2,1,0.0005126890540886952
28574,中国政府,2,1,0.0005126890540886952
28567,杂及,2,1,0.0005126890540886952
28586,上要,2,1,0.0005126890540886952
28566,果链,2,1,0.0005126890540886952
28559,力区,2,1,0.0005126890540886952
28550,于明,2,1,0.0005126890540886952
28576,梅建萍,2,1,0.0005126890540886952
28584,天津人,2,1,0.0005126890540886952
28583,王贺昆,2,1,0.0005126890540886952
28587,丁琳,2,1,0.0005126890540886952
28579,台大,2,1,0.0005126890540886952
28575,大对,2,1,0.0005126890540886952
28578,刘能,2,1,0.0005126890540886952
28577,穿着,2,1,0.0005126890540886952
9803,网络结构,130,16,0.0005125033874468036
4991,四级,120,14,0.0005124874141456371
32726,云南昆明,5,3,0.0005124548985810789
30897,主体工程,8,3,0.0005123444699264041
44679,掩,2,1,0.0005122950819672131
44673,吴治生,2,1,0.0005122950819672131
44674,何兵,2,1,0.0005122950819672131
44675,动植,2,1,0.0005122950819672131
44676,祁寒,2,1,0.0005122950819672131
44677,王帅帅,2,1,0.0005122950819672131
44678,侯越生,2,1,0.0005122950819672131
44662,打印机,2,1,0.0005122950819672131
44651,车城,2,1,0.0005122950819672131
44680,刘京增,2,1,0.0005122950819672131
44681,水草,2,1,0.0005122950819672131
44682,原生态,2,1,0.0005122950819672131
44683,侯蕾,2,1,0.0005122950819672131
44684,张君兰,2,1,0.0005122950819672131
44657,预出,2,1,0.0005122950819672131
44672,叶明浩,2,1,0.0005122950819672131
44670,华光,2,1,0.0005122950819672131
44671,龙飞,2,1,0.0005122950819672131
44660,盘圈,2,1,0.0005122950819672131
44669,分内,2,1,0.0005122950819672131
44668,抗水,2,1,0.0005122950819672131
44652,太子,2,1,0.0005122950819672131
44656,残块,2,1,0.0005122950819672131
44654,滑剂,2,1,0.0005122950819672131
44658,高弹性,2,1,0.0005122950819672131
44666,道防,2,1,0.0005122950819672131
44665,中防,2,1,0.0005122950819672131
44664,翻转运动,2,1,0.0005122950819672131
44663,定位仪,2,1,0.0005122950819672131
44650,照明设计,2,1,0.0005122950819672131
44653,车江,2,1,0.0005122950819672131
44667,凝土胀,2,1,0.0005122950819672131
44641,5168,2,1,0.0005122950819672131
44639,期第,2,1,0.0005122950819672131
44642,0090,2,1,0.0005122950819672131
44646,过山,2,1,0.0005122950819672131
44648,湖中,2,1,0.0005122950819672131
44644,公路运输,2,1,0.0005122950819672131
1864,整个,610,93,0.0005122774010019937
27985,高湿,22,4,0.0005122359417915335
1815,构造,566,79,0.0005120997601487209
53,预防措施,172,34,0.0005120211807101405
3838,44,711,75,0.00051194863046566
7700,填土,274,57,0.000511819931673776
8847,制在,20,9,0.0005117664060487271
1951,接地,36,6,0.0005117559361025026
7784,璃,4,2,0.0005116950202240444
7783,玻,4,2,0.0005116950202240444
21932,可向,4,2,0.0005116424523258221
21834,黏粒,16,4,0.0005115635701774914
31548,转盘,7,3,0.0005115173144207458
8752,流砂,51,16,0.0005113901622390721
22596,横穿,6,2,0.0005113714483964979
8181,0025,6,3,0.0005113477813024163
8672,由北向南,4,2,0.0005113242336836065
7632,便是,8,4,0.0005112666929752989
6115,第六,53,6,0.0005112641521732606
7620,桥为,8,3,0.0005112413764978436
11485,辽宁,207,15,0.0005111761037069733
17121,20201,4,2,0.0005111678763583518
7847,经济性,83,23,0.0005111180859095883
9427,标尚,4,2,0.000511109272938959
10115,联合,132,30,0.0005110353005455617
11776,责任人,39,11,0.000510993670226988
781,镶齿,9,3,0.0005109807254561288
4892,构成,479,63,0.000510753426084693
9588,水量,107,27,0.0005107495288091093
1763,显示,439,67,0.000510736310740441
9643,出入口,41,7,0.0005107334095507585
44628,堵住,4,2,0.0005107087235720678
15772,环至,32,7,0.0005105681576156889
8920,北段,38,4,0.0005104392162931249
1298,计划,551,78,0.0005104237182269157
7855,校区,12,3,0.000510377304080381
9430,拉坏,4,2,0.0005103378871061948
5549,机下,17,8,0.0005102663710683976
22425,低碳钢,6,2,0.0005102303862357482
3770,背景,770,94,0.0005101906753664095
9664,禁,6,3,0.0005101228210363167
4877,制造,166,28,0.0005101165530951202
21633,环宽,64,22,0.0005101136356497726
212,材质,63,17,0.0005100459607362635
4850,主机,122,26,0.0005098340062762042
27293,内加,2,1,0.0005098139179199592
27283,先完,2,1,0.0005098139179199592
27237,柳西,2,1,0.0005098139179199592
27296,度调,2,1,0.0005098139179199592
27295,其损,2,1,0.0005098139179199592
27275,过上,2,1,0.0005098139179199592
27274,涌浆,2,1,0.0005098139179199592
27284,中加,2,1,0.0005098139179199592
27251,柳汀,2,1,0.0005098139179199592
27271,多道盾,2,1,0.0005098139179199592
27292,保圆,2,1,0.0005098139179199592
27233,陈乐华,2,1,0.0005098139179199592
27286,松紧,2,1,0.0005098139179199592
27272,跳轨,2,1,0.0005098139179199592
27291,停歇,2,1,0.0005098139179199592
27280,数以,2,1,0.0005098139179199592
27288,保顶,2,1,0.0005098139179199592
27285,纠缓,2,1,0.0005098139179199592
27261,警界,2,1,0.0005098139179199592
27297,保圆器,2,1,0.0005098139179199592
27256,桁架,2,1,0.0005098139179199592
27252,烧桥,2,1,0.0005098139179199592
27254,汀,2,1,0.0005098139179199592
27279,障了,2,1,0.0005098139179199592
27301,黄伟,2,1,0.0005098139179199592
27250,伦等,2,1,0.0005098139179199592
27247,李勇发,2,1,0.0005098139179199592
27255,萧甬,2,1,0.0005098139179199592
27298,柳宁,2,1,0.0005098139179199592
27246,拆式,2,1,0.0005098139179199592
27276,差来,2,1,0.0005098139179199592
27243,切割成,2,1,0.0005098139179199592
27242,一难,2,1,0.0005098139179199592
27269,磕,2,1,0.0005098139179199592
14758,年份,52,7,0.0005098135906292006
11827,铺,18,7,0.000509732184950166
14394,015,19,6,0.0005097112942140053
34675,来到,3,2,0.000509640504285274
27545,第位,3,1,0.0005095108695652174
12257,321000,4,1,0.0005094892370398676
12270,吴颖宁,4,1,0.0005094892370398676
12300,下界,4,1,0.0005094892370398676
12474,2072,4,1,0.0005094892370398676
12416,565,4,1,0.0005094892370398676
12240,吴城,4,1,0.0005094892370398676
12337,四娇,4,1,0.0005094892370398676
12454,3521,4,1,0.0005094892370398676
12251,610039,4,1,0.0005094892370398676
12479,20022,4,1,0.0005094892370398676
12287,基托,4,1,0.0005094892370398676
12343,二段,4,1,0.0005094892370398676
824,两端,101,26,0.0005094406469455062
18334,出场,49,9,0.000509292169956471
8194,2025,32,9,0.00050927739882686
6361,平整,57,15,0.0005091832729898271
12586,折线,32,8,0.0005090832309137619
27046,试探,4,2,0.0005089920416157178
1064,42,757,84,0.0005089542965965245
12960,0024,4,2,0.0005089396340044003
8685,沉量,2,1,0.0005089058524173028
8809,旁边,2,1,0.0005089058524173028
8729,要持,2,1,0.0005089058524173028
8738,跨跳,2,1,0.0005089058524173028
8665,法比,2,1,0.0005089058524173028
8702,槽孔,2,1,0.0005089058524173028
8808,事发,2,1,0.0005089058524173028
8775,100162,2,1,0.0005089058524173028
8748,脚手,2,1,0.0005089058524173028
8754,转下页,2,1,0.0005089058524173028
8695,时预,2,1,0.0005089058524173028
8736,拆撑,2,1,0.0005089058524173028
8780,从分,2,1,0.0005089058524173028
8728,暴风雨,2,1,0.0005089058524173028
8806,何谨涵,2,1,0.0005089058524173028
8661,段河,2,1,0.0005089058524173028
8648,师梁艳,2,1,0.0005089058524173028
8724,换撑,2,1,0.0005089058524173028
8784,主干线,2,1,0.0005089058524173028
8795,蒋频,2,1,0.0005089058524173028
8722,地连,2,1,0.0005089058524173028
8793,错埠岭,2,1,0.0005089058524173028
8816,沈金能,2,1,0.0005089058524173028
8720,工队,2,1,0.0005089058524173028
8737,倒撑,2,1,0.0005089058524173028
8774,电务,2,1,0.0005089058524173028
8824,5352,2,1,0.0005089058524173028
8825,江洪,2,1,0.0005089058524173028
8827,20209,2,1,0.0005089058524173028
8828,11617,2,1,0.0005089058524173028
8703,歪曲,2,1,0.0005089058524173028
8762,救护车,2,1,0.0005089058524173028
8823,2827,2,1,0.0005089058524173028
8836,冯亮,2,1,0.0005089058524173028
8821,杨战勇,2,1,0.0005089058524173028
8760,重大事件,2,1,0.0005089058524173028
8818,石河子,2,1,0.0005089058524173028
8680,富士康,2,1,0.0005089058524173028
8840,溃坝,2,1,0.0005089058524173028
8841,估和,2,1,0.0005089058524173028
8837,邓志力,2,1,0.0005089058524173028
8842,20212,2,1,0.0005089058524173028
8647,何众颖,2,1,0.0005089058524173028
8838,肖国峰,2,1,0.0005089058524173028
2821,罐,37,8,0.0005088890341503179
2747,二号,39,7,0.0005088730762250138
10244,人体,22,5,0.0005087834571888174
2463,反馈,420,65,0.0005087815748816106
565,泥膜,72,17,0.0005087722578396138
34884,1325,4,2,0.0005087618774769613
863,转动,127,32,0.0005087598875993433
1916,意识,277,41,0.0005086248908151511
7972,郭,86,23,0.0005084844111113312
2098,标,599,95,0.0005084223383973979
5666,探讨,466,86,0.0005083389578082197
14507,风镐,14,5,0.0005078305669386046
11849,吊臂,8,4,0.0005077298583717092
10752,陕西省,34,8,0.0005076321149689965
33307,防护眼镜,9,3,0.0005075287807377978
4434,相似,554,50,0.0005075195147949889
5818,控制性,32,8,0.0005074659666648623
3687,转换,297,50,0.0005074023373486991
1196,1015,23,9,0.0005073541350778841
30561,等次,8,2,0.0005073205569417487
11981,井外,4,2,0.0005072678317767805
22645,人工费,16,3,0.0005072641907426233
12005,法海,22,6,0.0005071687547895247
8519,钻杆,19,7,0.0005071533048318056
134,26,800,84,0.0005069968423205733
17498,翼缘板,4,1,0.0005069708491761723
17349,翟越,4,1,0.0005069708491761723
17506,张超哲,4,1,0.0005069708491761723
17527,肋梁,4,1,0.0005069708491761723
17357,灾情,4,1,0.0005069708491761723
17359,赵怡,4,1,0.0005069708491761723
17361,罗军华,4,1,0.0005069708491761723
5542,标识码,151,69,0.0005068165285373713
5241,控制点,14,7,0.0005067937230608042
29516,围栏,6,2,0.000506614685148539
22803,单价,36,4,0.0005066054820307783
2330,28,789,88,0.0005065509594561551
28091,多家,12,4,0.0005064066935489493
43301,入式,6,2,0.0005063411839873661
1096,抽刀,16,2,0.0005061542269702733
18002,1707,5,2,0.0005060806827406518
1057,槽钢,34,9,0.0005060684489409257
12958,1671,16,7,0.0005060607807120852
10799,能会,6,3,0.0005058838705057616
22078,若遇,4,2,0.0005057350390021691
27071,固后,2,1,0.0005056890012642225
27063,孔则,2,1,0.0005056890012642225
27034,平导施,2,1,0.0005056890012642225
27072,孙子,2,1,0.0005056890012642225
27041,区注,2,1,0.0005056890012642225
27065,步内,2,1,0.0005056890012642225
27073,刘人,2,1,0.0005056890012642225
27062,边孔,2,1,0.0005056890012642225
27085,子步,2,1,0.0005056890012642225
27079,张梅,2,1,0.0005056890012642225
27082,钢渣,2,1,0.0005056890012642225
27061,注边,2,1,0.0005056890012642225
27060,慢渗,2,1,0.0005056890012642225
27059,高速率,2,1,0.0005056890012642225
27057,定深,2,1,0.0005056890012642225
27053,无析,2,1,0.0005056890012642225
27037,溶腔,2,1,0.0005056890012642225
27048,施做止,2,1,0.0005056890012642225
27047,扩散控制,2,1,0.0005056890012642225
27040,悬浊型,2,1,0.0005056890012642225
27045,验中,2,1,0.0005056890012642225
27074,基速,2,1,0.0005056890012642225
27044,从全,2,1,0.0005056890012642225
27031,组合型,2,1,0.0005056890012642225
27076,曾蔚,2,1,0.0005056890012642225
27026,图线,2,1,0.0005056890012642225
27081,韦江雄,2,1,0.0005056890012642225
27030,张庆民,2,1,0.0005056890012642225
27083,郭志超,2,1,0.0005056890012642225
27075,周灿朗,2,1,0.0005056890012642225
27078,平导,2,1,0.0005056890012642225
27084,焜,2,1,0.0005056890012642225
2328,南京,378,56,0.0005054420177440711
777,承载力,216,45,0.0005052169359022802
7894,使刀盘,12,6,0.0005050005163051957
21358,种质,4,2,0.0005049662319678592
19210,可信度,85,13,0.000504954843834264
29586,快线,16,5,0.0005047058761891274
5693,密实,185,47,0.0005046161481752071
2840,壁后,242,44,0.0005043273076114376
4801,2011,559,79,0.0005042462169261343
5864,定级,42,8,0.0005041057610322101
475,尺寸,392,61,0.0005040452401309586
5614,作者简介,250,116,0.000503989039176838
2743,再用,13,7,0.0005039729708033501
152,堵塞,174,30,0.000503963853460361
22495,满焊,4,2,0.0005039586796966872
8654,210000,10,4,0.0005038981389471809
4774,进度,353,56,0.0005038233714098635
28509,计及,4,2,0.0005037739226887307
17270,炸药,10,4,0.0005037054972268347
14474,程师,4,2,0.0005037040814569126
370,03,254,64,0.0005036373652556274
9660,肃,8,3,0.0005034841685453838
30289,构主,6,2,0.0005034601306995836
4088,总长,106,36,0.0005033887691059392
33538,环三,20,1,0.0005031699708161417
7056,施救,6,2,0.0005031639445424238
1923,增强,274,60,0.0005030131839089905
21354,分歧,8,2,0.000502983972253496
8410,绝大,4,2,0.0005028613080649752
2006,学习,677,47,0.0005027574052280195
6835,磕头,22,9,0.0005027015936202739
821,正面,234,43,0.0005026352690446829
17783,周前国,16,5,0.0005024779699743592
31180,塘桥,8,2,0.0005024432555486684
5112,技术规程,80,14,0.0005024292526114748
7087,援,12,3,0.0005022539304989561
13457,建筑工程,119,25,0.0005022134307595822
