序号,词名称,全局词频,文档频率,平均TF-IDF
1,盾构,61321,205,0.026781236956692354
2,施工,57965,205,0.02542735962172076
17162,櫆,188,2,0.02524727816124671
5620,锚索,319,3,0.022135821991695056
1629,风险,56411,203,0.02198299531199451
17753,櫅,196,2,0.021285640035640038
32811,00000,136,1,0.020890937019969278
20743,檵,98,1,0.020480668756530828
22674,定额,854,2,0.016469856830050117
43527,辅料,116,1,0.016024312750379886
27479,输水管线,76,1,0.015976455749421904
34297,櫂,96,1,0.015862524785194978
44854,桥隧,532,1,0.015673334708187256
15938,大沟,56,1,0.012655367231638417
107,隧道,28628,204,0.01236478794796119
17487,檾,96,1,0.012167300380228136
47147,脱壳,366,1,0.010975829184909735
447,中,21456,205,0.00908786791623514
39038,别墅,26,1,0.008956252152945229
17643,0524,46,1,0.00888030888030888
32944,民宅,50,2,0.008760167500701927
30470,三十八,22,1,0.008448540706605223
313,进行,20016,204,0.008246036278183072
30581,台阵,238,1,0.00818038083453633
3461,微动,679,3,0.007967242235442672
35703,陆守权,22,1,0.00785433773652267
179,地铁,19013,192,0.007751799359535799
29491,过湖,32,1,0.007697859032956459
11799,吊挂,19,2,0.00754363200993575
27374,中山站,28,1,0.007380073800738007
3928,评价,12433,120,0.007311652142286929
1058,安全,19068,200,0.007307055797580466
15936,京哈,64,2,0.007217681165876002
5781,西江,356,2,0.007109123917021844
11842,吊顶,8,1,0.007023705004389816
30207,东六环,32,1,0.00700832238282961
17607,槇,70,2,0.006943204121485439
41124,工香,28,1,0.006290721186250281
44002,牌楼,38,1,0.0061909416748126425
40358,合武,20,1,0.0061823802163833074
173,指标,10214,126,0.006056897571690376
9,工程,13140,205,0.005752146885296035
1325,注浆,9498,173,0.0057393855217726785
110,掘进,10788,187,0.005697479862108687
41791,皂,24,1,0.005510907003444317
14794,本体,2526,10,0.005407194835335465
30467,细柳,14,1,0.005376344086021506
12127,0000,146,4,0.0053405449852750786
35381,三刃,14,1,0.00529500756429652
29494,石门,22,1,0.005292278085157567
27376,广珠,20,1,0.005271481286241434
11828,钢脚,6,1,0.005267778753292362
13565,叠落,49,3,0.005260763836443704
23774,峨,54,2,0.0052527767190835425
30586,频散,152,1,0.005224444902729085
841,因素,12671,166,0.005154421344645073
15937,高速路,70,3,0.005101289622337685
37618,化肥厂,28,1,0.005076142131979695
3929,模型,10543,119,0.005031475129296229
22398,明洞,42,2,0.005005040237722444
40359,桃东,16,1,0.004945904173106646
64,分析,13788,200,0.0049349780492934535
145,地层,9611,180,0.004821725655147274
34552,广石路,12,1,0.004707728520988623
3859,研究,13804,194,0.004653409066755186
30469,庙村,12,1,0.004608294930875576
30468,府君,12,1,0.004608294930875576
243,影响,12355,197,0.004578865034031347
2024,拔出,91,4,0.004575648321020526
41220,瑶,28,1,0.004561746497230368
14107,玻璃纤维,126,9,0.004477878311418347
4579,沉降,11231,173,0.004453003921580018
17175,古建筑,40,3,0.004429138662528604
36213,四色,18,1,0.004428044280442804
10722,输水,700,9,0.004409872441357477
33684,瓯江,164,1,0.004329461457233369
83,过程,9919,201,0.004324869321479361
35701,记者,12,1,0.004284184219921457
3613,箱涵,765,16,0.004279904809739841
24101,鑛,20,1,0.004268032437046522
3931,权重,4414,79,0.004245025696608082
43452,桃花,34,1,0.004240987900710989
41221,湖西,26,1,0.004235907461713913
34912,钢内框,24,2,0.004207573632538569
9448,干渠,84,5,0.004106157602184234
22594,江晖路,20,1,0.004078303425774877
697,控制,6977,195,0.004069889276403435
7907,溶洞,1310,32,0.004051837889310105
39006,敏捷,12,1,0.003978779840848806
2309,管片,6404,168,0.00392530866744309
41219,瑶湖,24,1,0.0039100684261974585
427,区间,6766,184,0.003896493738220915
31431,南环,33,1,0.003879158340190432
2753,穿,4347,159,0.0038639494097163097
20914,池边,14,1,0.0037573805689747725
4160,评估,6144,142,0.0037054602851303957
22585,江晖,18,1,0.0036704730831973896
9155,穿河,528,5,0.0036543942394556546
2042,套筒,1671,20,0.0036326487547335136
36,机,8046,185,0.0036238266765212424
41122,北朝,16,1,0.0035946978207144456
29510,湖底,74,4,0.003592266623236207
32973,宿舍楼,40,2,0.0035901914420183724
8044,冻结,419,23,0.003590130030911944
5730,桩体,128,9,0.0035624072569543563
37723,桥式起重,44,1,0.0035615994819491663
36144,花溪,42,2,0.0035320161159138755
11848,吊绳,4,1,0.003511852502194908
11803,至离,4,1,0.003511852502194908
11810,屋面,4,1,0.003511852502194908
11804,时安,4,1,0.003511852502194908
11833,石膏,4,1,0.003511852502194908
34948,上框,20,2,0.0035063113604488078
34921,塑钢窗,20,2,0.0035063113604488078
34939,窗横框,20,2,0.0035063113604488078
33008,高职,24,1,0.0034959941733430444
10721,湿陷性,350,7,0.0034583918822739777
5589,大厦,38,3,0.0034388629542400815
2693,法,8643,183,0.003432664506422969
33685,北口,130,1,0.0034318901795142554
47405,韦家,18,1,0.003429878048780488
24369,貭,16,1,0.0034144259496372174
465,图,8353,190,0.0033953250333822924
22542,板体,14,1,0.003365384615384615
183,时,7194,202,0.0033635507990597436
15707,枫瑞路,10,1,0.003348961821835231
11892,变电站,92,4,0.003331375661103117
29583,廊桥,12,1,0.0033277870216306157
2890,挠度,85,5,0.003321763256997856
11915,制浆,149,8,0.0033214224762162336
3934,等级,4572,114,0.003317418536803621
439,穿越,4065,163,0.003309022589946719
28305,校场,20,1,0.003303600925008259
34599,厚浆,10,1,0.003298153034300792
11816,吊杆,14,2,0.0032885538610978996
1710,管廊,369,21,0.003237546931820307
7875,乡村,42,2,0.0032265135701754727
39,技术,6403,195,0.0032099213743723948
22441,拔管,28,2,0.0032063774199074867
34748,驾驶人员,18,1,0.0032017075773745998
24179,厦深,15,1,0.003201024327784891
33,管理,6116,170,0.0032003523032039754
3959,矩阵,3151,83,0.003197251497755123
19706,脆弱性,161,6,0.0031830355283378998
22129,能级,16,1,0.0031777557100297915
22126,夯法,16,1,0.0031777557100297915
18380,消耗量,414,6,0.0031677528102103773
12841,钢箱梁,58,4,0.003167654925706391
30585,面波,92,1,0.003162164020072867
7626,桩基,2512,43,0.00315937464259088
11929,液化,132,13,0.0031485310421975315
7914,单杠,10,1,0.0031318509238960224
336,情况,6435,198,0.003127783204916415
320,加固,3880,151,0.0031135771205974025
5668,旋挖,44,3,0.0031120748731572464
20407,层全,116,1,0.0030996980466558
35692,俄,18,2,0.003074989085988347
158,采用,5756,198,0.0030713193453427803
27230,廖韶军,12,1,0.0030588835075197555
34421,净化,31,2,0.003039846441455805
17174,乡镇,8,1,0.0030245746691871457
2286,拆解,279,17,0.0030145708457378086
18330,軘,16,1,0.002981181293087386
9247,云,2687,55,0.0029526286004383385
33183,系杆,18,1,0.0029459901800327334
32943,号楼,20,1,0.0029133284777858705
39102,钢阀,16,1,0.002904865649963689
22548,通孔,12,1,0.0028846153846153848
724,计算,5858,143,0.002877097190203261
16066,阮春利,126,1,0.002868591202986978
35755,弯管机,8,1,0.0028561228132809708
35711,据介绍,8,1,0.0028561228132809708
5604,转运站,10,1,0.00285143997718848
36143,农学院,18,1,0.002843152740483336
6506,隧洞,1224,31,0.0028410697288315453
22185,深中,34,3,0.0028334048491103097
17816,灰类,78,4,0.0028307498905974196
430,压力,5980,168,0.002828760715344632
29313,发文,16,1,0.0028228652081863093
34905,试桩,16,2,0.0028050490883590466
23530,斜轮,8,1,0.0028050490883590466
23514,202109,8,1,0.0028050490883590466
7840,岩溶,1665,50,0.0027960052844779137
140,参数,5898,180,0.002781562253330246
26018,凤凰,20,2,0.002781162116735267
342,发生,7135,174,0.002771741218501152
97,措施,4758,188,0.0027658786222898024
43580,塑化剂,20,1,0.002762812543168946
187,地质,4889,185,0.0027528388539798986
18262,熿,46,3,0.0027464924095585716
18263,燄,46,3,0.0027464924095585716
18264,燀,46,3,0.0027464924095585716
18265,燅,46,3,0.0027464924095585716
228,变形,5887,152,0.0027420600790947656
40757,环氧树脂,19,2,0.0027335604744866916
34,方法,7524,178,0.0027293328679467697
13965,王前,26,2,0.002723113358492437
17979,080,33,2,0.002717121702399212
27458,以雄安,10,1,0.002701242571582928
41133,五环路,12,1,0.0026960233655358348
8891,西户,18,2,0.0026904098737904844
24,主要,6330,194,0.0026827800321392852
39018,重维保,8,1,0.002652519893899204
2359,位移,3866,86,0.0026468799512870686
34583,下上,8,1,0.002638522427440633
27375,边站,10,1,0.002635740643120717
27316,202404,12,1,0.002629272567922875
41718,耶夫,12,1,0.0026263952724885093
19449,槡,52,3,0.002619881551649171
33114,三洞,16,1,0.002618657937806874
29233,再空,6,1,0.0026132404181184675
3932,模糊,2497,85,0.002607667957294815
51,系统,5347,153,0.002604693510129261
17552,海岸,16,2,0.0026043488496123703
6962,石油,82,8,0.002603659753375867
24361,迸,26,2,0.002595845731930189
4285,既有,2407,109,0.0025898497051688903
12988,续航,8,1,0.0025831449790119465
25321,管隧,38,2,0.002568914255544193
16009,掺量,635,7,0.0025671118484973236
30538,滁州,11,1,0.0025658968975973873
19663,免疫,126,2,0.0025646601371580565
44640,陈俊俊,10,1,0.0025614754098360654
36149,太慈桥,26,2,0.002555065456165704
3239,地表,6357,137,0.002553957846004744
479,结构,5009,179,0.002551658811033795
27238,兴宁,10,1,0.0025490695895997962
1531,事故,6647,142,0.0025485091081058372
4046,桥梁,2363,58,0.0025432655032046328
37593,底图,14,1,0.0025380710659898475
39613,犀浦站,108,1,0.002519714432364332
3200,网络,3788,74,0.002509932977832782
41093,邮轮,12,1,0.0024922118380062306
36138,贵阳市,70,4,0.0024897479325426044
49,刀盘,3850,142,0.002487795061649004
469,综合,4500,150,0.002477621607417466
41333,人工岛,8,1,0.0024752475247524753
40352,灵璧,8,1,0.002472952086553323
40351,远路,8,1,0.002472952086553323
3303,管线,3515,120,0.002469500077970456
35544,空铁,8,1,0.002457757296466974
32,设备,3707,153,0.0024540313544103376
22602,街通,12,1,0.002446982055464926
3879,论文,4780,53,0.002444915315801951
40812,复验,8,1,0.0024427480916030535
364,滤芯,51,1,0.0024420609078720547
39741,门盖端,104,1,0.0024263916756100973
701,项目,4417,159,0.002411069409135123
11922,环城,54,3,0.002410284571546056
113,刀具,2127,103,0.002392810274522536
5121,节点,2465,57,0.0023752317550027966
38466,前兆,322,3,0.002372827656004464
16085,胡志明,104,1,0.0023677260723067115
43373,该叠落,8,1,0.002366863905325444
40905,十路,12,1,0.002362669816893089
39122,靶点,13,1,0.0023602033405954975
11859,特稿,8,1,0.002357100766057749
11875,环西,8,1,0.002357100766057749
4024,土体,5041,144,0.0023552266676184395
1930,始发,2877,121,0.002347561064286461
8749,盐水,42,4,0.0023464569383262186
24791,寨,36,2,0.0023338955722078205
30535,朱永祥,10,1,0.002332633543270352
9796,浅层,158,10,0.0023280284367423196
28308,出段,14,1,0.0023125206475057814
28358,岔大,14,1,0.0023125206475057814
30474,站经,6,1,0.002304147465437788
404,数据,5711,144,0.002301544521030059
41796,皂角井站,10,1,0.002296211251435132
2386,洞门,1419,65,0.0022850499389563852
42549,半周,82,1,0.002284377089369289
17490,赵文,18,1,0.0022813688212927757
251,级,2906,106,0.0022811875202644652
5611,科苑,8,1,0.0022811519817507843
101,修补,119,13,0.0022746785068565468
35384,水来,6,1,0.0022692889561270802
35389,崩刀,6,1,0.0022692889561270802
180,号线,4006,128,0.002265633901475869
19367,石桥,35,3,0.0022617777741209787
28599,废渣,479,5,0.002257495671935913
12262,托换,130,8,0.00225670969522052
8012,202009,10,1,0.0022502250225022503
30210,快速路,60,4,0.0022496266731959554
1063,值,4447,136,0.002238386021199849
3858,风险管理,4332,120,0.0022338306429092653
33764,海河,24,3,0.0022308594211231532
8033,邕江,32,2,0.0022263801559153527
42532,杯底,8,1,0.002220988339811216
42513,张子敏,8,1,0.002220988339811216
138,设计,3815,185,0.0022181669825530074
546,开挖,5076,162,0.00221623225951193
43540,活性剂,16,1,0.002210250034535157
1725,监测,3483,165,0.002201902279403227
11732,功能模块,165,7,0.0022009323460496087
1960,接收,2649,94,0.002200861479171229
23613,奥体中心,8,1,0.0021984061555372354
14242,刀梁,43,3,0.002191806623638923
41727,米涅,10,1,0.002188662727073758
43939,厚中,14,1,0.002185792349726776
28644,双龙,160,2,0.0021779849983195915
37576,楼群,12,1,0.002175489485134155
46778,202206,8,1,0.002173913043478261
43190,邱俊,10,1,0.0021635655560363477
22534,超宽,9,1,0.0021634615384615386
27753,跨段,32,2,0.002161829864653494
11721,网卡,6,1,0.0021590500179920835
15637,管理体制,14,2,0.002149518083113304
22168,跨海,170,11,0.0021486714975133127
1302,表,5465,163,0.0021468853685683137
43069,控制率,84,1,0.002145539066690506
33039,甄精莲,6,1,0.002144388849177984
35745,1422,6,1,0.0021420921099607284
35765,数智化,6,1,0.0021420921099607284
35706,告诉,6,1,0.0021420921099607284
35687,长隧,6,1,0.0021420921099607284
3961,构建,3984,103,0.002140441609742548
24566,抅,10,1,0.002134016218523261
12527,边际,98,3,0.0021334564812338437
807,人员,3809,139,0.002129120405734061
379,条件,4940,186,0.002123682029602224
3878,硕士学位,2927,36,0.0021230693165630796
34729,长江流域,1,1,0.00211864406779661
34735,经济圈,1,1,0.00211864406779661
34734,双城,1,1,0.00211864406779661
34733,成渝,1,1,0.00211864406779661
34732,难控,1,1,0.00211864406779661
34730,游船,1,1,0.00211864406779661
280,10,4379,145,0.0021167431912306064
5641,顶管,123,11,0.002114921467176449
734,段,3077,170,0.002110103630595813
34893,堤坝,12,2,0.0021037868162692847
34913,樘,12,2,0.0021037868162692847
34947,推拉窗,12,2,0.0021037868162692847
34952,塑钢,12,2,0.0021037868162692847
34924,外框,12,2,0.0021037868162692847
3933,概率,2547,84,0.002101901242950245
4230,专家,3294,111,0.0021018277806613556
11691,南通,144,6,0.0020980038108804264
36300,柳林,12,2,0.0020954907161803713
15906,主应力,331,5,0.002095016048569551
16082,越南,92,1,0.0020945269101174755
36148,桐木,46,3,0.0020932531504221784
9141,岳阳,8,1,0.002082248828735034
22218,香炉,14,1,0.002080856123662307
22176,军港,14,1,0.002080856123662307
41028,胡如盛,10,1,0.0020768431983385254
47020,法向应力,76,1,0.002074179198165989
819,改进型,29,2,0.0020687531241991826
12070,海域,174,12,0.0020681344309810942
39049,人工湖,6,1,0.0020668274199104374
39034,红树湾,6,1,0.0020668274199104374
1372,确定,4286,155,0.00206672699722223
29389,西坝河,10,1,0.002055921052631579
9139,赋权,853,36,0.0020543952736704636
27977,有毒,54,3,0.0020472161967031604
4045,铁路,1257,98,0.002046267055037751
46723,马润,6,1,0.002045687009887487
46725,锥板,6,1,0.002045687009887487
7672,清障,43,4,0.0020415528012208434
443,砂岩,416,42,0.0020412322873418695
27267,行吊,8,1,0.002039255671679837
22572,林廷松,10,1,0.0020391517128874386
15080,暂行办法,80,1,0.002036556183493712
17489,蛟,16,1,0.0020278833967046894
17488,贾鹏,16,1,0.0020278833967046894
27730,段线,63,4,0.0020266825108373764
706,需要,3972,168,0.002024967961857909
1331,量,3496,164,0.00202420939436142
27024,镜,8,1,0.00202275600505689
5587,阳光,16,2,0.0020211652167363386
27704,跨峨,10,1,0.002008838891120932
6091,研巧,50,1,0.0020082740892477004
5964,穿巧,50,1,0.0020082740892477004
20004,洲,18,2,0.0020071570916484083
38989,环宇,6,1,0.001989389920424403
464,所示,4348,142,0.0019893662497930086
8008,双模式,28,2,0.0019877166714284793
22133,强夯,10,1,0.0019860973187686196
352,平台,664,63,0.001985039940553518
28345,增开,12,1,0.0019821605550049554
28388,通信工程,12,1,0.0019821605550049554
4776,桩,2290,71,0.001977819367412216
2846,水箱,321,5,0.0019738276201902104
40901,胡军,10,1,0.0019688915140775743
36236,下硬段,8,1,0.0019680196801968018
36218,杧,8,1,0.0019680196801968018
33128,风井处,12,1,0.0019639934533551553
33105,大洞,12,1,0.0019639934533551553
14108,筋,142,21,0.001963534204580549
3963,层次,1773,80,0.0019630298089596933
12258,娇子,26,2,0.001960535961300195
31663,暗井,24,2,0.0019604455492184046
8681,专用线,13,2,0.001954607485714061
37457,化学物质,29,2,0.001954289027312467
7702,含砾,26,3,0.001953734026618086
15786,读数,38,5,0.0019534654997330502
11834,天花板,8,2,0.001949009180529091
26621,节段,12,2,0.0019481057061774888
9214,关联度,410,13,0.0019377926903059804
593,作业,2691,122,0.0019368996839838352
43575,矿物油,14,1,0.0019339687802182623
15704,花苑,12,2,0.0019293878698775952
22483,胶管,8,1,0.0019230769230769232
22489,夯管,8,1,0.0019230769230769232
22459,回水,8,1,0.0019230769230769232
3294,层,3370,156,0.0019226223311581102
1271,站,2202,136,0.0019106944864878252
9692,熵,893,38,0.0019071848819816714
3438,环境,4058,169,0.0019061343178042407
3894,建设,3265,179,0.0019030371182967528
9560,涌水后,6,1,0.0019029495718363464
31196,七宝,36,2,0.0018980116831031366
42,工作,3874,171,0.001895678927759659
553,方案,2791,151,0.0018867013242971585
35497,或弱,6,1,0.0018861993083935868
7931,泥板,6,1,0.0018791105543376136
7836,广恒,6,1,0.0018791105543376136
11846,塔式起重,7,2,0.0018773444152548118
500,存在,4044,180,0.0018735091420512956
28360,可变,56,5,0.0018718165373924724
14637,隔离带,6,1,0.0018703241895261847
35696,口径,18,3,0.001868182090562378
30540,安徽省教育厅,8,1,0.0018661068346162819
0,泥水,1653,92,0.0018660124001729816
41335,深圳机场,6,1,0.0018564356435643566
41332,穗莞深,6,1,0.0018564356435643566
41340,岛体,6,1,0.0018564356435643566
40350,号线耀,6,1,0.0018547140649149926
40396,每股,6,1,0.0018547140649149926
537,直径,2298,130,0.0018501796841019597
36392,时仓内,6,1,0.0018484288354898338
4830,南通市,40,5,0.0018482048562385995
196,风化,1334,84,0.0018463236049398612
3237,建筑物,2001,127,0.0018458323450673052
35553,每斗,6,1,0.0018433179723502302
46702,沉隆,6,1,0.0018427518427518428
19290,016,122,3,0.001841783631737386
8554,接触网,20,3,0.0018370742469007773
41797,糊泥,8,1,0.0018369690011481056
3927,事件,1932,83,0.0018342268522656348
65,推进,2632,147,0.0018322207167234404
2236,管控,1480,96,0.0018307721198231777
9351,洞圈,62,7,0.0018299357842232256
226,导致,3680,167,0.0018287003444267744
12742,唐建平,6,1,0.0018126888217522659
22683,米级,58,1,0.0018116507886928
3926,识别,3546,102,0.0018114178526481594
16041,隧后,8,1,0.001807909604519774
225,问题,3694,176,0.0018031135019319034
43299,土钉墙,7,1,0.0017980991523246853
41173,控沉,8,1,0.0017973489103572228
596,12,3238,135,0.001794387323643822
44627,防溜车,12,2,0.0017868485205168624
9304,贤路,6,1,0.0017862459065197975
33514,威胁性,36,2,0.0017853572974639799
21563,正交,351,16,0.0017803409655308513
34736,海民,10,1,0.0017787264318747777
34755,流图,10,1,0.0017787264318747777
250,造成,3314,171,0.0017780747751239183
1393,黏度,72,12,0.0017773607415793532
43407,轴力计,6,1,0.0017751479289940828
43412,环轴力,6,1,0.0017751479289940828
26930,高升,36,3,0.0017740938174641068
5721,推理,1366,29,0.0017740471057914845
3884,城市,2816,177,0.0017675916206014734
33393,同质,70,1,0.001761094897856496
1922,得到,3202,140,0.0017591463553464975
28208,京哈铁路,6,1,0.001759014951627089
11843,主龙,2,1,0.001755926251097454
11802,隔成,2,1,0.001755926251097454
11805,装吊,2,1,0.001755926251097454
11824,和立,2,1,0.001755926251097454
11836,项工,2,1,0.001755926251097454
11806,工作进度,2,1,0.001755926251097454
11798,贾学军,2,1,0.001755926251097454
11809,受拉立,2,1,0.001755926251097454
11831,四十条,2,1,0.001755926251097454
11813,魏新荷,2,1,0.001755926251097454
11826,上满,2,1,0.001755926251097454
11839,错层,2,1,0.001755926251097454
11851,由远,2,1,0.001755926251097454
154,出现,2582,164,0.0017550448309380854
41712,莫斯科,8,1,0.0017509301816590063
41736,尽头,8,1,0.0017509301816590063
32985,略低于,12,1,0.0017479970866715222
2308,拼装,1633,106,0.0017479472177202916
7268,迸行,18,2,0.0017473784566035629
19,会,3478,168,0.0017449360641489285
47273,碾,20,2,0.0017449276287205982
16458,机场,284,18,0.001744213919542594
29230,瓦屋,4,1,0.0017421602787456446
12040,闪长岩,42,4,0.0017400209583657562
12605,知识库,417,5,0.0017290962415024162
428,最大,3331,165,0.001727564075058532
7616,庙头路,6,1,0.001722158438576349
7610,孔令展,6,1,0.001722158438576349
38829,电厂,13,2,0.0017202437555357845
30260,易国良,20,1,0.0017189514396218307
34240,060,31,3,0.001718941836038424
2823,应用,3687,165,0.0017176809703514033
1236,钢,1750,55,0.0017172788191449591
9283,黄土,564,27,0.001717079417053035
11716,推送,68,7,0.0017155186371238661
1033,可能,3429,154,0.0017154026965004825
34338,新浆,21,3,0.001714492404641776
5633,南方电网,6,1,0.001710863986313088
34479,剪切板,5,1,0.0017094017094017092
9729,贝叶斯,1175,50,0.001708290481102209
1453,水平,4094,154,0.0017075184854774363
24154,龜,8,1,0.0017072129748186087
24232,眞,8,1,0.0017072129748186087
24251,麗,8,1,0.0017072129748186087
24733,甩,8,1,0.0017072129748186087
24773,逋,8,1,0.0017072129748186087
3917,阶段,3674,140,0.0017066250810046104
28257,温永凯,6,1,0.0017030939540164632
28256,张贺,6,1,0.0017030939540164632
304,要求,2570,164,0.0017002013172022104
10085,互补,68,6,0.001695736650231664
8950,第三段,8,1,0.0016906170752324597
8947,陇海铁路,8,1,0.0016906170752324597
36349,延政,4,1,0.0016906170752324597
3352,材料,2722,115,0.001689143529217496
624,11,2812,131,0.0016876158368672222
22057,主航道,23,4,0.0016873971844641074
925,范围,3469,177,0.0016865094523052916
939,度,3528,143,0.0016855232298199122
41207,穿湖,24,2,0.0016837788406919058
17776,安安,45,4,0.0016816888333656113
316,质量,2539,166,0.001679637490183696
1905,模拟,2446,84,0.0016792368485139858
45358,基群,6,1,0.001678321678321678
305,确保,2107,149,0.0016758637115382078
8267,黄鹤楼,11,1,0.0016745318922210383
14065,素桩,30,2,0.001674347158218126
12073,凸起,66,7,0.0016716259318947677
6509,泥岩,494,32,0.0016665176063070915
1787,二级,1215,57,0.001663759773805609
9690,石羊,65,1,0.001661002223187591
564,建立,3204,135,0.0016609428943694438
22590,管节,28,3,0.0016606836472415189
7705,土层,2003,114,0.0016602815978728096
14066,削磨,18,1,0.0016589861751152074
14057,孙会良,18,1,0.0016589861751152074
43671,废物,12,1,0.0016576875259013675
43531,润滑脂,12,1,0.0016576875259013675
9073,国铁,24,3,0.0016572476863586777
31197,古镇,22,2,0.0016539561779082411
9769,训练样本,51,4,0.001651707741571907
25420,试样,24,2,0.0016493944177613093
31427,填方路基,14,1,0.0016457035382626073
29430,轨顶,8,1,0.001644736842105263
11733,客户端,42,4,0.001638816654217315
466,不同,4621,172,0.0016377269103468135
7919,吊运,62,10,0.0016370747755148037
1025,应急,1604,93,0.0016367753394937806
33080,王林辉,10,1,0.0016366612111292963
33093,五缘湾,10,1,0.0016366612111292963
20956,管桩,14,2,0.0016358480898783607
20953,薄壁,14,2,0.0016358480898783607
41269,降为级,10,1,0.0016291951775822744
43997,琪琪,10,1,0.0016291951775822744
32903,红砂岩,20,2,0.00162840154624285
1862,高,3191,190,0.0016228315620609869
24263,翁,17,2,0.0016206013599228204
4104,既有线,250,25,0.0016200981062747177
15432,图书馆,78,6,0.0016179004997427257
3704,信息,2639,105,0.001617734912583904
1353,浆液,1831,96,0.001617654493642089
31271,棱镜,14,2,0.0016153251984372258
9687,多源,256,9,0.0016136403160340988
7887,双模,129,10,0.0016077088303637357
27742,跨前,8,1,0.0016070711128967456
27743,跨后,8,1,0.0016070711128967456
5560,曲线,2779,93,0.0016069157701784874
5958,巧巧,40,1,0.0016066192713981601
1793,焊缝,93,7,0.0016046626958706278
4248,隶属,1007,48,0.0016041389471964519
345,年,3275,161,0.0016012015879007942
4007,地下,2929,169,0.0015970549901480045
10781,岭,50,4,0.0015954201665418543
168,及时,2247,163,0.0015949422660927724
20052,研宄,249,4,0.0015943543025315064
12662,分类器,73,5,0.001591775486672417
9151,廊,48,6,0.001588102056708218
1224,应,2498,173,0.0015876305525862966
383,处理,2675,172,0.0015874347118331278
12528,结点,360,12,0.0015865501852327464
2523,理论,4043,139,0.0015848076117699012
22039,码头,28,3,0.001581793496427785
27370,中山市,6,1,0.0015814443858724301
1091,保证,2128,165,0.0015811470685769544
5785,巧,119,3,0.0015800145173749018
36134,甜,10,1,0.00157952930026852
14752,共振,62,1,0.0015783310422076268
11760,摄像头,22,4,0.0015775774183301708
26243,速凝剂,180,3,0.0015739719082881662
41163,1200014000,7,1,0.0015726802965625702
32800,排洪,33,3,0.0015726176243085288
4997,预警,965,79,0.00157048770522263
34570,玻璃幕墙,4,1,0.001569242840329541
34549,胡立群,4,1,0.001569242840329541
34553,青石路,4,1,0.001569242840329541
11313,洞室,65,13,0.0015656475645481852
1166,通道,894,91,0.0015652628905350155
2741,吊装,659,49,0.001564648739472603
9143,王家,6,1,0.0015616866215512754
9257,漏损,6,1,0.0015616866215512754
9208,王家河,6,1,0.0015616866215512754
30480,土坑,9,2,0.0015564185573860635
20321,概算,54,3,0.0015521901632606654
1626,相关,3655,169,0.0015512719966878378
4032,预制,230,34,0.00155112542003445
12083,爆破,185,23,0.0015500788372116733
8782,青岛,1518,41,0.0015493838587077489
40369,营业,5,1,0.0015455950540958269
17597,截集,8,1,0.0015444015444015444
26959,网格化,33,4,0.0015415585167962076
15808,国文,4,1,0.0015414258188824663
43266,涌村,6,1,0.0015412278448497304
17251,支模,6,1,0.0015408320493066256
17233,高支模,6,1,0.0015408320493066256
39736,门盖,66,1,0.0015398254864448695
36292,光辉,4,1,0.0015384615384615385
36295,刘小东,4,1,0.0015384615384615385
36286,复合材料,4,1,0.0015384615384615385
36296,于学义,4,1,0.0015384615384615385
36279,机磨,4,1,0.0015384615384615385
36308,骳,4,1,0.0015384615384615385
36309,髉,4,1,0.0015384615384615385
36311,移动式,4,1,0.0015384615384615385
30477,风积,4,1,0.0015360983102918587
32810,0277,10,1,0.0015360983102918587
32768,东方红,10,1,0.0015360983102918587
30478,冲湖积,4,1,0.0015360983102918587
30479,原为,4,1,0.0015360983102918587
30487,线明,4,1,0.0015360983102918587
30488,管旋,4,1,0.0015360983102918587
30499,改后,4,1,0.0015360983102918587
30522,1366202301,4,1,0.0015360983102918587
4749,基坑,684,58,0.0015350544896025804
11715,服务器,54,6,0.0015347465002458235
482,程度,3570,151,0.0015333238761397288
9699,麻雀,60,1,0.0015332328214039302
732,位置,2346,137,0.0015327251439607658
27231,李发勇,6,1,0.0015294417537598777
27248,潘建明,6,1,0.0015294417537598777
12264,托换梁,12,1,0.0015284677111196026
40796,湿渍,5,1,0.0015267175572519086
40752,贯穿性,5,1,0.0015267175572519086
7838,硬岩,815,40,0.0015254190912239328
47418,双瑞,8,1,0.001524390243902439
172,泥浆,845,69,0.0015228895635204893
485,渣土,1524,71,0.0015227230205436774
8275,探测器,10,1,0.0015223017202009438
8202,整期,10,1,0.0015223017202009438
5748,证据,505,32,0.0015205682897231918
27051,岩帽,6,1,0.0015170670037926678
27039,丁庆军,6,1,0.0015170670037926678
8657,城站,70,3,0.0015169593477826278
3930,分析法,1772,94,0.0015168939958033272
5637,竖向,1656,68,0.0015163617853062661
35386,刘新荣,4,1,0.0015128593040847204
35394,泥团,4,1,0.0015128593040847204
35388,魏力峰,4,1,0.0015128593040847204
35390,层里,4,1,0.0015128593040847204
1358,进出,487,47,0.0015128434754092509
17195,文化遗产,4,1,0.0015122873345935729
17196,中华民族,4,1,0.0015122873345935729
17178,偏远,4,1,0.0015122873345935729
21806,江南,58,6,0.0015100433676031443
9129,第期,127,18,0.0015075068550297218
8295,双层,319,14,0.0015036740020524819
229,滚刀,406,32,0.0015031646056226909
12993,电机车,34,7,0.001501152689759918
237,密封,1482,96,0.0015011303533116048
18240,人件,30,2,0.0014985351246939202
32936,安装公司,21,2,0.001497136960278721
